,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
35295,0.75,0.16,0.0,0.0,0.32,0.03,0.35,0.09,1.14,0.09,0.12,0.19
35296,0.0,0.07,0.0,0.0,0.0,0.16,0.29,0.0,0.0,0.07,0.0,0.0
35297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
35300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.07
35301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0
35302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35305,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0
35306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35307,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
35308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35310,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35313,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0
35314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35320,28.99,68.04,16.72,14.79,8.36,60.98,29.78,12.42,55.47,13.92,48.89,0.0
35321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
35324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.15
35326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.03
35327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35328,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.06,0.0,0.0,0.17,0.0
35329,0.0,0.0,0.04,0.0,0.06,0.0,0.0,0.03,0.09,0.03,0.0,0.07
35330,0.0,9.01,0.0,0.05,0.0,22.07,0.47,1.76,0.0,1.89,0.31,2.08
35331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35332,0.33,1.0,12.45,5.54,0.02,0.0,0.39,9.63,0.35,24.12,26.77,0.93
35333,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
35334,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.08,0.14,0.0
35335,0.95,22.16,3.43,0.0,0.31,1.14,3.26,5.52,0.58,11.74,2.65,8.03
35336,0.1,0.42,0.02,0.26,0.23,0.04,0.06,0.15,0.22,0.58,0.2,0.4
35337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.1,0.0,0.0
35338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
35339,0.0,0.0,0.92,0.21,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.0
35340,0.0,0.0,0.0,0.0,0.1,0.0,0.06,0.12,0.0,0.0,0.05,0.0
35341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.0
35342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
35343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35344,1.27,0.29,0.0,1.57,2.72,0.0,0.36,0.6,0.59,0.16,0.11,1.49
35345,0.83,0.11,0.46,0.0,0.59,0.39,0.31,0.83,0.25,0.24,0.53,1.44
35346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35347,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
35348,20.15,0.52,0.63,5.91,1.91,13.42,1.45,3.31,9.91,1.44,21.0,8.04
35349,12.78,0.06,0.07,8.88,6.4,8.74,5.83,3.14,13.08,6.13,60.49,18.64
35350,5.53,0.43,0.0,0.84,0.26,0.72,0.43,1.3,1.28,0.04,0.98,0.89
35351,1.54,2.41,1.13,0.31,0.67,3.78,0.49,0.84,2.84,0.04,2.78,1.06
35352,0.0,0.12,0.0,0.0,0.21,0.0,0.17,0.0,0.27,0.0,0.08,0.0
35353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35355,0.0,0.0,0.0,0.02,0.04,0.0,0.02,0.02,0.0,0.02,0.0,0.0
35356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35358,0.15,9.02,1.33,1.55,6.01,1.26,3.06,4.8,7.96,1.34,1.3,3.05
35359,2.69,7.89,7.16,6.01,2.27,2.18,3.63,2.52,5.79,3.57,3.49,7.94
35360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35363,0.0,4.26,0.32,0.13,4.35,6.04,0.84,0.19,3.53,0.04,0.0,0.0
35364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35365,0.0,0.11,0.0,0.0,0.13,0.0,0.46,0.47,0.0,0.11,0.15,0.1
35366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
35371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35373,2.12,1.21,2.12,1.08,0.81,0.37,1.22,1.08,1.49,1.0,1.35,2.43
35374,0.11,0.04,0.05,0.06,0.02,0.05,0.09,0.03,0.05,0.02,0.02,0.13
35375,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.01
35376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35378,0.19,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.45,0.07
35379,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.06,0.0,0.0,0.0,0.01
35380,0.49,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.09
35381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.08,0.0
35382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35387,0.0,0.0,0.0,0.17,0.05,0.01,0.0,0.23,0.0,0.0,0.17,0.06
35388,0.0,1.31,0.0,0.48,0.36,0.12,0.64,1.01,1.21,0.2,0.04,0.15
35389,0.0,0.0,0.1,0.0,0.0,0.05,0.0,0.08,0.2,0.09,0.0,0.08
35390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0
35391,0.0,0.35,0.0,0.05,0.0,0.35,0.0,0.24,0.0,0.13,0.1,0.0
35392,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0
35393,16.31,1.24,0.85,0.24,2.36,0.66,2.25,2.1,2.83,1.69,4.48,1.3
35394,0.21,0.45,0.0,0.0,1.08,0.0,0.25,0.44,0.63,0.27,0.36,0.14
35395,0.0,0.03,0.0,0.0,0.12,0.03,0.0,0.0,0.0,0.0,0.06,0.12
35396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.17,0.0
35397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35398,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
35399,0.0,0.24,0.0,0.0,2.48,0.14,0.15,0.91,0.0,0.0,0.72,0.42
35400,11.43,3.78,5.15,3.03,5.15,1.69,4.72,8.68,5.77,4.81,4.53,6.01
35401,0.12,0.71,1.06,0.64,0.13,0.1,0.52,0.62,1.03,0.79,0.3,0.69
35402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35403,0.0,0.0,0.0,0.0,0.0,0.0,1.99,0.89,0.0,0.0,0.0,4.15
35404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35405,4.59,0.0,0.0,0.0,0.0,0.0,0.63,0.62,1.17,0.26,0.09,0.17
35406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0
35407,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.04
35408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35409,0.0,0.15,0.0,0.0,0.0,0.09,0.42,0.08,0.17,0.15,0.0,0.0
35410,0.0,0.05,0.0,0.0,0.0,0.0,0.07,0.0,0.0,1.01,0.05,0.77
35411,7.13,9.37,1.26,8.06,7.99,14.35,7.2,5.76,16.39,4.42,11.79,10.44
35412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35418,1.28,0.1,0.0,0.61,0.13,0.0,0.0,0.29,0.0,0.0,0.0,0.0
35419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35420,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35423,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.02,0.0,0.0
35424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35426,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35427,0.39,0.09,0.0,0.03,0.13,0.0,0.08,0.19,0.18,0.12,0.04,0.11
35428,0.09,0.63,0.04,0.08,0.02,0.02,0.06,0.25,3.46,0.63,0.11,0.05
35429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0
35430,0.0,0.01,0.0,0.02,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.01
35431,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0
35432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35433,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35437,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.03,0.0,0.36
35438,0.0,0.13,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.33
35439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
35440,2.28,1.6,1.33,8.38,2.69,0.19,1.77,1.53,9.07,0.42,1.11,2.24
35441,0.0,0.0,0.0,0.49,0.08,0.0,0.0,0.08,0.93,0.0,0.0,0.05
35442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
35445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35447,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0
35448,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
35449,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.02
35450,0.13,0.42,0.41,0.29,1.23,0.5,0.51,0.4,0.85,0.4,1.22,1.25
35451,0.0,1.19,0.0,0.0,0.32,0.09,0.12,0.29,0.14,0.07,0.45,0.0
35452,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
35453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35454,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0
35455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35456,0.0,0.02,0.0,0.0,0.0,0.02,0.07,0.02,0.0,0.0,0.0,0.0
35457,0.19,0.01,0.0,0.0,0.01,0.0,0.04,0.0,0.21,0.0,0.0,0.01
35458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35459,1.57,0.78,0.8,2.06,2.08,0.25,0.71,0.82,1.47,0.61,0.96,1.51
35460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35462,0.0,0.05,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.07,0.05
35463,1.94,0.61,0.33,0.75,0.52,0.0,0.52,0.65,0.9,0.12,0.36,0.64
35464,0.0,0.2,0.0,0.2,0.25,0.0,0.1,0.0,0.0,0.0,0.0,0.24
35465,0.0,0.08,0.0,0.26,0.17,0.0,0.16,0.1,0.26,0.0,0.0,0.16
35466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35469,0.0,0.15,0.3,0.0,0.0,0.0,0.6,0.47,0.0,0.0,0.0,0.51
35470,14.55,3.91,8.24,5.77,6.28,3.25,5.59,4.75,4.17,6.35,4.13,8.28
35471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35472,9.11,5.67,3.49,16.7,15.59,0.56,9.8,4.74,6.13,6.56,10.12,42.02
35473,3.43,1.74,0.98,11.98,4.84,0.33,3.33,1.53,0.41,1.65,3.44,15.56
35474,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.05,0.1,0.0
35475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12
35477,2.03,1.79,0.92,0.98,1.12,0.2,1.13,0.5,3.5,0.44,0.87,1.74
35478,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.06,0.0,0.06
35479,0.0,0.05,0.57,0.08,0.13,0.0,0.0,0.0,0.12,0.05,0.14,0.19
35480,6.04,2.96,1.41,1.63,4.69,3.83,4.76,5.4,6.11,3.02,6.51,2.99
35481,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.11
35482,0.75,0.26,0.27,0.0,1.09,0.04,0.0,0.38,0.08,0.03,1.39,1.22
35483,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.02,0.0,0.0,0.0,0.0
35484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35486,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.21
35488,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.01,0.04,0.06
35489,0.25,0.0,0.0,0.07,0.12,0.08,0.21,0.07,0.0,0.1,0.07,0.29
35490,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35491,0.12,0.02,0.0,0.0,0.0,0.03,0.03,0.01,0.0,0.0,0.0,0.02
35492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35494,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
35495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35496,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35498,0.0,0.69,0.29,1.62,0.57,0.0,0.75,0.44,1.51,0.21,1.97,1.07
35499,0.0,0.0,0.0,0.0,0.08,0.07,0.27,0.18,0.57,0.0,0.17,0.0
35500,0.16,0.02,0.13,0.02,1.0,2.49,0.24,0.75,5.91,0.44,0.18,0.37
35501,0.05,0.27,0.0,0.06,0.24,0.29,0.26,0.09,0.09,0.11,0.33,0.52
35502,0.92,0.0,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0.13
35503,0.09,0.07,0.0,0.05,0.05,0.13,0.0,0.04,0.16,0.03,0.0,0.0
35504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35509,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.0,0.0,0.13,0.0,0.0
35510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0
35513,0.0,0.33,0.0,0.0,0.53,0.2,0.24,0.19,0.13,0.16,0.15,0.39
35514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35516,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35517,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
35518,0.0,0.04,0.0,0.0,0.05,0.0,0.0,0.0,0.19,0.2,0.11,0.04
35519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35520,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35522,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.15
35523,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.13,0.0,0.0,0.05
35524,0.08,8.93,1.29,4.0,6.5,6.71,1.85,7.82,2.73,1.25,12.15,7.5
35525,0.06,9.99,3.01,3.59,10.33,8.47,1.72,5.99,8.41,2.47,11.3,8.36
35526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0
35528,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35529,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.17,0.0,0.0
35530,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.13,0.6,0.0,0.0,0.0
35531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.55,7.32,0.1,4.23,11.74
35532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35533,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.0,0.0,0.0,0.1
35534,0.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0
35535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35538,0.16,1.05,2.54,1.46,1.14,0.0,0.75,0.72,2.26,0.27,0.28,1.41
35539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35541,1.09,0.58,0.32,0.0,0.32,0.25,0.3,0.15,0.28,0.22,0.29,0.24
35542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.03
35543,0.0,0.08,0.0,0.0,0.0,0.0,0.11,0.04,0.0,0.0,0.0,0.0
35544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.06
35545,0.0,0.0,0.0,0.02,0.0,0.0,0.02,0.07,0.0,0.0,0.03,0.01
35546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35547,0.0,0.25,0.0,0.0,0.0,0.02,1.28,0.09,0.03,0.44,0.06,0.03
35548,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0
35549,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0
35550,0.0,0.61,0.0,0.3,0.0,0.0,2.01,0.08,0.24,0.26,0.0,0.0
35551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35553,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35554,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35555,0.0,0.08,0.0,0.0,0.4,0.07,0.23,0.21,0.0,0.04,0.62,0.11
35556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.0
35557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35559,1.03,5.91,2.01,0.86,1.22,3.79,2.24,3.91,4.37,0.88,6.22,4.07
35560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0
35562,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.23,0.0,0.0,0.0
35563,0.11,1.22,0.0,0.0,2.71,0.05,0.31,0.58,0.0,0.12,0.11,0.47
35564,24.94,129.69,145.87,79.18,72.94,337.57,175.66,155.47,174.8,63.53,39.11,90.49
35565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.0,0.0
35566,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.01,0.03,0.02
35567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
