,SW48,SW620,SW1463,SW1116,RKO,MDST8,SW1417,T84,SW837,HT55,SW948,KM12
CUL3,49.01,45.38,47.7,40.55,27.99,39.0,58.98,52.06,75.85,62.1,85.58,30.3
CUL4A,80.84,93.5,113.06,44.95,44.08,67.39,45.4,39.21,47.66,53.31,116.8,40.79
CUL4B,19.86,27.24,6.7,15.71,6.75,23.36,25.38,23.03,40.14,17.05,11.57,15.92
CUL5,19.07,15.78,11.81,8.15,16.75,8.7,14.2,10.12,25.04,9.44,10.17,12.42
CUL7,13.17,5.05,3.69,4.12,11.64,14.45,9.25,6.16,13.54,10.93,13.12,2.17
CUL9,18.13,10.68,13.56,10.46,22.49,10.91,18.78,8.41,17.22,10.7,9.41,9.58
CUTA,80.92,182.55,146.57,46.33,148.69,434.61,193.82,114.35,67.32,107.52,173.47,55.87
CUTC,12.1,34.87,19.71,13.58,26.11,19.77,14.64,19.19,21.28,8.19,8.38,20.64
CUX1,68.4,39.62,30.08,29.12,9.82,61.35,73.51,26.25,69.06,59.07,97.04,12.63
CUX2,0.07,0.02,0.31,0.04,0.0,0.01,0.0,0.01,0.05,0.03,0.0,0.01
CUZD1,0.0,0.8,0.0,1.31,0.74,0.0,1.12,1.42,1.2,0.52,0.24,0.8
CWC15,35.22,74.23,55.61,28.98,58.5,46.45,63.97,41.78,74.67,47.96,50.17,44.28
CWC22,16.76,16.93,12.63,9.36,16.34,5.32,14.32,13.93,18.72,12.73,24.26,20.57
CWC25,20.74,15.98,16.75,10.64,17.03,9.17,15.51,10.34,18.75,12.09,20.98,22.8
CWC27,34.35,35.5,23.21,15.0,20.0,9.93,13.47,10.69,25.58,17.23,13.85,29.91
CWF19L1,26.34,16.59,13.07,10.62,23.07,12.06,18.51,23.65,28.59,10.86,12.16,20.8
CWF19L2,4.44,9.56,5.33,4.26,8.35,3.14,7.45,6.1,16.74,5.57,7.21,5.51
CWH43,0.0,0.0,0.0,0.0,0.0,0.02,0.11,0.03,0.94,6.61,0.09,0.0
CX3CL1,0.2,3.03,0.48,2.35,0.01,0.19,0.8,7.58,3.6,3.02,0.68,0.04
CX3CR1,0.72,0.01,0.22,0.01,0.0,0.0,0.02,0.04,0.0,0.06,0.02,0.05
CXADR,15.54,7.2,28.27,17.55,0.03,1.47,20.07,31.77,48.48,15.68,20.65,5.25
CXCL1,3.47,2.89,9.68,9.14,0.26,228.7,14.42,8.89,4.73,1.45,1.79,14.18
CXCL10,0.05,0.04,0.0,0.45,0.0,0.02,0.14,7.86,0.57,0.0,0.0,0.03
CXCL11,0.0,0.0,1.07,4.54,0.0,0.06,0.28,8.58,0.33,0.08,0.07,0.05
CXCL12,0.29,0.02,0.28,0.3,0.0,0.01,0.14,0.04,0.11,0.03,0.01,0.03
CXCL13,0.0,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0
CXCL14,0.18,0.0,6.08,32.74,0.0,0.06,0.13,0.01,0.14,2.39,0.01,0.12
CXCL16,96.56,0.92,51.15,60.36,15.76,1.11,8.64,83.73,54.38,20.98,65.18,7.18
CXCL17,0.0,0.04,0.08,0.0,0.04,0.0,0.0,0.38,0.08,0.03,0.0,0.37
CXCL2,1.77,0.4,0.53,6.5,0.99,0.0,2.27,5.18,1.13,2.77,1.43,15.88
CXCL3,0.48,2.58,8.62,9.74,1.15,77.94,6.53,10.03,0.89,1.25,2.2,33.35
CXCL5,0.23,0.1,0.14,0.15,0.05,0.1,0.29,0.11,0.34,0.56,0.04,0.05
CXCL6,0.03,3.15,0.17,0.17,0.06,0.0,0.08,0.06,0.17,0.24,0.04,0.0
CXCL9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.01,0.0,0.02
CXCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0
CXCR2,0.23,0.05,0.0,0.01,0.0,0.12,0.02,0.01,0.05,0.07,0.01,0.04
CXCR3,0.03,0.12,1.03,0.0,0.0,0.0,0.49,0.03,0.0,1.88,0.1,0.07
CXCR4,1.24,0.81,1.12,2.82,0.04,4.78,1.83,0.19,1.38,0.1,15.79,0.14
CXCR5,0.18,0.01,0.07,0.0,0.0,0.0,0.02,0.01,0.12,0.0,0.0,0.0
CXCR6,0.29,0.18,0.45,0.61,0.31,0.17,0.28,0.2,0.57,0.03,0.16,0.15
CXXC1,45.68,31.91,33.53,15.25,81.27,52.63,35.63,20.98,24.55,25.61,39.45,46.04
CXXC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXXC4,0.03,0.09,0.21,0.08,0.04,0.0,0.09,0.15,0.05,0.5,0.09,0.56
CXXC5,33.49,74.83,48.01,46.9,1.52,1.62,93.46,27.95,106.78,66.7,28.83,0.78
CXorf21,0.03,0.03,0.08,0.07,0.01,0.04,0.05,0.01,0.0,0.02,0.06,0.02
CXorf22,0.49,0.0,0.0,0.0,0.02,0.02,0.0,0.0,0.01,0.0,0.0,0.0
CXorf23,7.43,6.23,2.77,3.54,4.17,1.61,6.75,3.24,8.78,4.26,2.76,3.45
CXorf24,0.4,2.9,3.03,4.79,2.28,1.13,3.02,3.05,2.1,2.44,3.59,0.67
CXorf27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.07,0.0,0.0
CXorf28,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0
CXorf30,0.73,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.01,0.04,0.0
CXorf31,0.0,0.12,0.0,0.0,0.0,0.07,0.09,0.07,0.28,0.0,0.0,0.0
CXorf36,0.02,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.03,0.0,0.01
CXorf38,4.59,22.29,18.16,8.66,4.46,8.14,11.86,17.3,10.15,19.4,12.78,9.22
CXorf40A,7.67,13.22,8.78,8.72,8.44,12.73,11.4,20.29,43.42,17.78,7.2,8.27
CXorf40B,31.51,36.45,17.67,18.44,29.39,44.58,37.24,51.64,53.8,29.64,11.78,27.82
CXorf48,0.0,0.0,0.0,0.09,0.0,0.49,0.04,0.05,0.24,0.01,0.0,0.0
CXorf56,14.18,30.13,8.41,8.35,17.77,13.84,16.52,33.47,19.52,12.16,7.18,17.39
CXorf57,3.39,10.1,2.94,0.77,2.31,2.52,2.31,1.66,0.59,0.78,1.7,7.91
CXorf58,0.0,0.19,0.0,0.0,0.0,0.03,0.07,0.03,0.11,0.0,0.03,0.05
CXorf61,0.0,0.0,0.0,0.08,0.0,4.31,0.08,0.0,0.0,0.0,0.0,0.0
CXorf64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXorf65,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.61,0.0,0.09,0.0,0.0
CXorf66,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
CXorf67,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
CYB561,57.6,52.26,35.3,25.01,28.68,6.99,36.93,32.43,71.47,18.29,45.78,52.31
CYB561A3,17.98,49.93,26.22,19.34,13.11,50.81,38.56,21.66,28.32,30.92,35.82,27.0
CYB561D1,9.57,5.79,4.88,3.77,8.18,6.59,6.57,5.22,3.56,6.19,6.17,4.23
CYB561D2,11.46,18.32,21.85,11.34,28.12,26.82,33.44,23.69,11.19,26.31,21.57,12.39
CYB5A,59.61,26.26,118.38,16.95,37.51,82.5,61.55,34.63,28.06,57.44,158.35,53.18
CYB5B,69.94,305.4,275.2,151.03,85.51,129.85,351.94,201.17,1007.5,327.36,132.8,117.65
CYB5D1,23.89,22.23,18.36,4.86,19.22,7.79,10.86,6.46,6.81,3.13,8.96,18.19
CYB5D2,9.12,21.08,4.04,7.16,4.41,19.4,8.64,4.7,4.3,27.71,19.91,17.81
CYB5R1,13.51,15.13,6.67,6.77,22.01,37.71,15.36,19.06,14.74,22.9,22.36,14.27
CYB5R2,0.14,1.99,2.29,1.45,0.07,3.21,1.06,14.65,11.88,4.57,31.06,10.28
CYB5R3,40.9,47.49,39.44,28.98,21.2,242.27,62.36,37.14,42.77,36.38,37.3,20.22
CYB5R4,7.16,10.24,15.13,9.45,18.66,9.96,10.05,14.29,8.78,12.82,8.9,10.19
CYB5RL,4.13,7.55,3.11,0.79,4.52,5.39,6.02,5.51,4.02,3.66,3.99,4.73
CYBA,172.02,142.02,298.37,149.95,108.21,112.22,190.33,225.65,307.74,283.86,261.58,100.37
CYBB,1.07,0.16,0.5,0.62,0.11,0.05,0.17,1.98,2.07,0.08,0.53,0.2
CYBRD1,0.64,2.66,4.27,0.36,0.07,31.11,0.24,0.1,35.44,1.18,14.06,0.11
CYC1,124.36,121.26,354.92,101.98,113.45,201.25,195.29,162.76,195.48,161.44,138.08,358.12
CYCS,265.42,143.29,362.16,117.74,84.51,193.46,167.65,392.85,219.79,178.69,164.36,240.23
CYFIP1,45.98,39.32,28.68,27.67,27.31,50.14,51.51,42.76,56.1,58.86,51.09,35.34
CYFIP2,39.38,17.49,13.23,3.33,13.18,14.87,4.62,1.77,3.04,3.76,5.67,2.32
CYGB,0.62,0.24,0.07,0.19,0.03,0.08,0.27,0.07,0.33,0.03,0.15,0.07
CYHR1,39.82,20.66,47.37,25.35,55.14,36.27,55.86,21.44,40.86,34.1,43.48,42.19
CYLC1,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
CYLC2,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYLD,5.96,6.73,4.4,2.59,4.28,11.48,10.5,3.91,5.92,3.08,3.0,4.08
CYP11A1,0.0,0.19,0.0,0.0,0.1,0.72,0.0,0.02,0.0,0.02,0.01,0.0
CYP11B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP11B2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP17A1,0.0,8.27,0.0,0.0,0.01,0.01,0.59,0.01,0.0,0.01,0.0,0.05
CYP19A1,0.0,0.22,0.17,0.07,0.0,0.12,0.21,0.13,0.6,0.19,0.18,0.02
CYP1A1,2.21,0.8,3.45,5.78,0.06,0.46,1.76,16.4,7.02,0.07,0.23,0.86
CYP1A2,0.0,0.0,0.07,0.1,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0
CYP1B1,0.64,0.29,0.59,0.41,0.06,0.15,0.29,1.52,1.1,0.16,0.99,3.09
CYP20A1,3.24,7.58,5.62,3.53,7.07,12.73,10.34,6.98,11.46,7.33,5.25,6.5
CYP21A2,0.48,0.01,0.02,0.01,0.0,0.0,0.0,0.01,0.2,0.06,0.01,0.01
CYP24A1,0.35,0.54,4.77,0.14,0.05,0.1,12.53,0.35,119.26,39.06,0.1,0.01
CYP26A1,0.4,0.1,1.0,0.16,0.02,0.03,0.07,0.15,3.0,0.04,1.09,0.02
CYP26B1,5.3,0.19,0.16,0.12,2.82,0.09,4.19,0.01,0.69,0.02,0.73,0.31
CYP26C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP27A1,0.43,3.35,18.65,8.21,0.05,19.85,2.52,1.0,3.49,1.39,13.5,0.25
CYP27B1,11.49,2.12,1.1,1.66,8.33,0.38,2.74,2.34,0.8,2.91,0.62,3.94
CYP27C1,0.02,0.01,0.04,0.03,0.0,0.0,0.02,0.03,0.01,0.0,0.0,0.01
CYP2A13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP2A6,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.08,0.0,0.0,0.05,0.04
CYP2A7,0.09,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0,0.04
CYP2B6,0.03,9.24,14.98,2.44,0.0,0.0,0.28,13.12,1.72,49.96,40.56,4.81
CYP2C18,0.0,0.04,0.0,0.0,0.01,0.0,0.0,1.29,0.0,0.23,0.02,1.99
CYP2C19,0.0,0.0,2.53,0.3,0.01,0.0,0.0,0.08,0.02,0.22,0.72,0.47
CYP2C8,0.0,0.0,0.0,0.13,0.0,0.0,0.02,0.15,0.23,0.02,0.0,0.01
CYP2C9,0.0,0.0,0.08,0.02,0.0,0.0,0.44,0.04,0.26,0.05,0.28,0.3
CYP2D6,1.99,1.35,1.07,4.07,0.52,0.07,2.64,1.2,0.25,1.03,1.16,2.05
CYP2E1,11.52,2.46,0.08,0.35,3.54,0.15,0.07,0.8,0.36,1.38,0.68,6.35
CYP2F1,0.0,0.01,0.0,0.0,0.0,0.03,0.11,0.15,0.02,0.06,0.19,0.05
CYP2J2,0.06,3.15,22.13,9.69,0.11,0.29,3.81,18.93,1.95,6.58,13.28,2.54
CYP2R1,23.69,14.59,15.7,9.23,10.28,9.25,9.15,19.53,12.72,12.52,21.54,31.18
CYP2S1,16.86,15.69,37.09,34.09,0.2,7.39,51.65,32.54,10.48,66.72,53.17,32.86
CYP2U1,1.41,0.58,0.88,0.8,0.57,2.91,0.94,1.22,5.49,0.53,2.14,0.13
CYP2W1,1.56,1.9,0.44,8.21,0.01,0.02,0.28,0.42,5.75,58.67,0.98,0.33
CYP39A1,0.74,0.49,3.06,0.15,0.62,0.03,0.57,1.86,1.02,10.8,4.47,1.69
CYP3A4,0.0,0.0,0.26,0.11,0.01,0.0,0.09,0.05,0.0,0.02,0.05,0.02
CYP3A43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.02
CYP3A5,2.13,2.02,34.52,45.72,0.75,0.09,9.0,22.37,2.83,29.67,69.9,4.42
CYP3A7,0.0,0.17,0.0,0.0,0.11,0.0,0.26,0.08,0.57,0.71,0.27,0.26
CYP46A1,0.48,0.0,0.0,0.0,0.06,0.04,0.03,0.0,0.02,0.01,0.09,0.02
CYP4A11,0.0,0.0,0.3,0.0,0.01,0.0,0.0,0.0,0.06,0.05,0.01,0.0
CYP4A22,0.0,0.01,0.0,0.02,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.01
CYP4B1,0.27,0.01,0.47,0.09,0.0,0.0,0.24,0.0,4.19,0.64,0.4,0.0
CYP4F11,0.1,0.01,7.38,0.05,0.05,0.02,12.27,2.52,8.42,0.26,0.3,0.16
CYP4F12,0.13,0.02,13.26,2.43,0.06,0.03,18.4,1.1,9.7,2.5,26.86,0.83
CYP4F2,0.16,0.05,5.7,1.47,0.05,0.17,0.57,0.39,0.57,1.57,1.47,0.01
CYP4F22,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.19,0.01,0.0,0.0
CYP4F3,5.32,0.08,6.05,1.62,0.07,0.18,58.44,0.43,4.59,4.87,2.75,0.13
CYP4F31P,0.03,0.07,0.0,0.0,0.01,0.0,0.0,0.0,4.04,0.0,0.0,0.13
CYP4V2,30.47,5.6,3.18,5.04,1.5,6.17,5.17,1.86,6.27,7.39,3.17,8.36
CYP4X1,0.04,0.0,4.66,0.23,0.0,0.04,0.0,0.03,3.81,0.02,1.89,0.01
CYP4Z1,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.0,0.4,0.0,0.0,0.0
CYP51A1,110.67,22.41,52.39,27.29,33.12,50.42,31.31,105.51,78.82,70.6,91.65,56.09
CYP7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP7B1,0.02,0.01,0.11,0.06,0.0,0.0,0.07,0.03,0.02,0.0,0.0,0.0
CYP8B1,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.02,0.01,0.01,0.02
CYR61,105.18,2.25,5.07,5.04,71.77,79.68,26.37,14.23,29.47,1.63,0.57,2.69
CYS1,1.17,0.02,0.0,0.0,0.0,0.32,0.06,0.11,1.46,0.07,0.11,0.0
CYSLTR1,0.02,0.01,0.02,0.05,0.0,0.04,0.02,0.0,0.02,0.01,0.02,0.0
CYSLTR2,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0
CYSTM1,37.61,74.09,175.18,67.62,31.25,1.46,66.22,106.34,47.22,41.39,111.0,129.62
CYTH1,7.61,27.36,26.82,19.55,6.72,13.67,14.07,22.69,23.02,19.01,40.48,25.3
CYTH2,20.08,30.93,19.38,17.31,20.86,73.54,123.48,28.48,35.5,28.82,22.94,49.69
CYTH3,10.73,5.27,5.03,19.03,5.89,13.9,22.24,30.69,30.9,10.06,16.24,7.29
CYTH4,0.03,0.52,0.44,0.12,0.05,1.02,0.05,0.07,0.09,0.03,0.01,0.0
CYTIP,0.27,0.19,7.28,0.36,0.0,0.06,0.9,1.08,0.2,5.26,0.98,0.61
CYTL1,0.59,36.74,0.13,0.1,0.0,1.53,0.16,0.03,0.23,0.04,0.03,0.04
CYYR1,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0,0.0,0.0,0.0,0.0
CYorf17,0.0,0.0,0.0,1.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
D2HGDH,28.6,13.12,16.46,21.53,3.7,14.58,27.65,4.83,30.69,14.51,27.3,32.18
DAAM1,44.54,11.11,10.2,10.06,1.65,3.41,8.26,6.98,14.88,11.7,15.14,15.01
DAAM2,0.17,0.14,0.06,0.06,0.0,0.33,0.54,0.0,0.09,0.14,0.02,0.01
DAB1,0.01,0.0,4.2,0.0,0.0,0.0,0.05,0.02,0.06,0.73,0.0,0.0
DAB2,0.82,6.09,8.47,3.6,0.38,11.77,0.34,4.74,1.0,10.75,6.44,0.66
DAB2IP,4.24,15.18,10.99,6.88,4.07,15.16,8.17,22.96,20.92,15.84,28.12,1.82
DACH1,0.04,2.97,4.55,4.35,0.05,0.28,15.88,5.04,0.3,6.02,25.08,0.76
DACH2,0.0,0.06,0.0,0.02,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0
DACT1,0.2,0.07,0.27,3.55,0.01,2.78,6.98,0.31,12.01,0.29,2.47,0.15
DACT2,0.02,0.85,0.0,0.0,0.0,0.0,0.01,0.01,0.06,0.02,2.53,0.04
DACT3,0.05,0.04,0.05,0.0,0.41,3.01,0.06,0.01,0.16,0.02,0.02,0.02
DAD1,134.31,206.57,239.14,123.19,279.4,331.33,215.3,206.17,275.14,249.09,160.88,252.16
DAG1,38.64,23.51,26.91,19.42,9.11,27.94,79.84,40.19,47.38,37.47,31.3,11.12
DAGLA,6.18,6.8,9.14,3.96,2.11,4.48,2.43,4.08,3.92,4.53,6.82,1.65
DAGLB,20.32,12.49,13.45,16.02,12.18,26.91,12.39,26.03,17.61,9.67,13.54,7.54
DAK,70.78,95.55,54.47,37.14,17.73,39.17,48.54,32.89,55.9,44.86,56.77,64.1
DALRD3,30.52,18.11,21.61,13.78,18.11,31.28,32.64,18.32,22.9,21.95,27.99,15.09
DAND5,0.0,0.12,0.3,0.0,0.05,0.03,0.03,0.07,0.3,0.03,0.12,0.07
DAO,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.01,0.0,0.06
DAOA,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
DAP,38.87,63.99,51.79,29.99,22.78,228.93,109.11,34.85,61.15,34.25,58.19,24.5
DAP3,196.8,121.89,139.5,59.64,126.78,97.68,109.9,184.86,147.98,125.23,106.88,125.09
DAPK1,1.77,0.02,0.21,0.71,9.53,0.08,1.36,2.25,1.58,0.08,18.31,6.73
DAPK2,1.04,0.89,0.48,2.22,0.17,0.33,3.46,9.41,4.5,4.54,5.29,0.48
DAPK3,16.74,31.9,36.64,12.37,59.08,177.54,32.79,38.53,22.25,34.45,45.49,21.85
DAPL1,0.0,0.0,0.0,0.0,0.07,0.0,0.16,0.03,0.38,0.06,0.0,0.0
